filters,filters,"created per month","Sum of revenue_in_month.1608.total","Sum of revenue_in_month.1609.total","Sum of revenue_in_month.1610.total","Sum of revenue_in_month.1611.total","Sum of revenue_in_month.1612.total","Sum of revenue_in_month.1701.total","Sum of revenue_in_month.1702.total","Sum of revenue_in_month.1703.total","Sum of revenue_in_month.1704.total","Sum of revenue_in_month.1705.total","Sum of revenue_in_month.1706.total","Sum of revenue_in_month.1707.total","Sum of revenue_in_month.1708.total","Sum of revenue_in_month.1709.total","Sum of revenue_in_month.1710.total","Sum of revenue_in_month.1711.total","Sum of revenue_in_month.1712.total","Sum of revenue_in_month.1801.total","Sum of revenue_in_month.1802.total","Sum of revenue_in_month.1803.total"
"referral:0","first_app:topface AND platform:ok","2017-02-01 00:00:00",0,0,0,0,0,0,"30,040","20,057","6,237","4,354","6,227","9,190","3,268","3,284","2,900","6,242","3,807","1,629","1,331","2,598"
"referral:0","first_app:topface AND platform:ok","2017-03-01 00:00:00",0,0,0,0,0,0,0,"49,227","22,285","16,760","13,861","8,699","7,213","6,037","6,355","2,275","4,576","1,799","1,724","2,238"
"referral:0","first_app:topface AND platform:ok","2017-04-01 00:00:00",0,0,0,0,0,0,0,0,"36,057","18,244","8,469","4,638","4,371","5,579","5,648","5,178","3,765","7,237","2,104","1,585"
"referral:0","first_app:topface AND platform:ok","2017-05-01 00:00:00",0,0,0,0,0,0,0,0,0,"26,791","18,961","11,804","7,069","4,556","4,512","4,269","3,146","2,126","1,043",775
"referral:0","first_app:topface AND platform:ok","2017-06-01 00:00:00",0,0,0,0,0,0,0,0,0,0,"31,131","16,375","8,627","4,556","2,078","4,207","3,443","1,187","1,336","1,474"
"referral:0","first_app:topface AND platform:ok","2017-07-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,"23,980","14,849","10,955","6,563","3,377","5,708","3,052",937,"1,739"
"referral:0","first_app:topface AND platform:ok","2017-08-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,"22,826","17,112","8,155","6,885","4,862","4,062","2,280","2,145"
"referral:0","first_app:topface AND platform:ok","2017-09-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"18,975","11,194","6,142","3,526","3,032","1,927",394
"referral:0","first_app:topface AND platform:ok","2017-10-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"21,007","13,470","5,327","4,112","3,158","6,358"
"referral:0","first_app:topface AND platform:ok","2017-11-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"23,708","15,672","9,160","3,075","3,595"
"referral:0","first_app:topface AND platform:ok","2017-12-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15,615","10,876","3,648","2,261"
"referral:0","first_app:topface AND platform:ok","2018-01-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17,195","8,534","4,102"
"referral:0","first_app:topface AND platform:ok","2018-02-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,559","7,114"
"referral:0","first_app:topface AND platform:ok","2018-03-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14,167"
"referral:0","first_app:topface AND platform:ok","2018-04-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:0","first_app:topface AND platform:fb","2015-01-01 00:00:00","26,801","25,269","26,892","14,034","9,501","27,909","29,408","30,197","30,716","24,967","26,485","26,160","19,353","19,050","25,405","18,009","24,431","23,197","17,162","19,254"
"referral:0","first_app:topface AND platform:fb","2015-02-01 00:00:00","26,500","17,403","15,366","9,369","8,442","16,793","18,833","14,314","15,919","15,656","13,335","15,582","15,629","12,438","11,815","16,887","13,728","15,496","23,495","15,942"
"referral:0","first_app:topface AND platform:fb","2015-03-01 00:00:00","29,756","23,397","19,506","15,382","11,162","24,707","19,896","20,516","28,004","21,073","29,714","31,997","25,894","27,585","22,853","27,366","31,687","29,140","17,900","14,373"
"referral:0","first_app:topface AND platform:fb","2015-04-01 00:00:00","21,410","20,772","19,833","15,281","12,186","30,883","26,283","26,518","25,471","32,775","36,697","27,838","36,271","48,672","26,102","27,235","25,810","22,234","16,251","22,081"
"referral:0","first_app:topface AND platform:fb","2015-05-01 00:00:00","25,268","9,273","11,643","6,201","4,249","19,502","21,557","20,936","13,872","19,999","13,385","16,925","25,612","23,745","23,872","20,382","23,400","20,175","17,225","25,235"
"referral:0","first_app:topface AND platform:fb","2015-06-01 00:00:00","20,750","16,389","10,393","6,111","4,833","14,840","5,375","13,148","9,933","8,243","15,996","12,476","15,323","16,623","18,532","12,375","7,125","8,786","4,032","6,774"
"referral:0","first_app:topface AND platform:fb","2015-07-01 00:00:00","9,567","3,949","4,150","4,489","1,860","8,557","6,120","5,289","5,436","4,429","7,477","8,123","6,826","9,036","9,265","6,222","5,430","5,890","7,015","7,063"
"referral:0","first_app:topface AND platform:fb","2015-08-01 00:00:00","7,914","7,632","5,500","4,176","4,667","2,031","6,348","10,484","8,326","7,732","3,068","5,116","9,103","5,866","3,583","4,651","2,737","4,094","6,176","3,264"
"referral:0","first_app:topface AND platform:fb","2015-09-01 00:00:00","7,804","2,419","4,291",846,699,"6,013","6,338","4,942","6,546","8,078","7,482","6,221","5,292","7,303","5,274","5,583","5,503","2,250","1,772","1,448"
"referral:0","first_app:topface AND platform:fb","2015-10-01 00:00:00","12,597","6,385","9,659","4,203","2,499","10,937","6,338","12,506","14,630","5,962","5,828","5,876","6,192","8,823","6,790","4,215","10,010","5,864","5,245","10,437"
"referral:0","first_app:topface AND platform:fb","2015-11-01 00:00:00","24,008","13,868","12,053","7,326","4,281","9,367","11,786","6,969","5,011","9,496","10,424","9,105","17,581","13,943","11,352","16,386","34,040","11,797","8,939","5,415"
"referral:0","first_app:topface AND platform:fb","2015-12-01 00:00:00","6,319","7,001","6,680","5,931","3,865","14,726","10,102","12,133","8,933","9,681","10,187","8,408","9,293","8,685","11,209","9,966","13,785","14,725","7,779","9,048"
"referral:0","first_app:topface AND platform:fb","2016-01-01 00:00:00","9,679","8,296","9,954","6,709","2,614","15,755","11,481","9,136","9,901","6,801","9,203","7,324","8,341","10,546","13,222","14,323","9,045","6,320","6,612","6,313"
"referral:0","first_app:topface AND platform:fb","2016-02-01 00:00:00","15,852","3,412","3,147","6,644","1,461","10,400","13,177","8,235","5,809","6,858","3,346","4,230","9,316","6,117","3,476","13,363","2,047","6,221","4,759","3,357"
"referral:0","first_app:topface AND platform:fb","2016-03-01 00:00:00","9,730","5,509","3,610","5,640","2,103","11,804","5,467","5,454","9,409","11,014","9,416","6,963","5,538","3,102","9,270","8,223","3,689","4,463","4,042","3,252"
"referral:0","first_app:topface AND platform:fb","2016-04-01 00:00:00","19,008","9,594","4,522","4,502","3,140","5,149","5,739","10,335","4,700","9,275","5,743","6,928","1,842","4,657","5,111","2,080","12,586","9,162","3,441","3,087"
"referral:0","first_app:topface AND platform:fb","2016-05-01 00:00:00","15,905","12,236","6,457","6,387","6,448","5,832","8,725","5,579","4,209","7,177","4,949","2,199","4,565","4,153","5,287","6,105","10,794","2,210","7,340","3,842"
"referral:0","first_app:topface AND platform:fb","2016-06-01 00:00:00","47,462","3,696","7,150","1,673","4,106","8,188","4,090","6,249","9,703","8,982","6,256","7,415","7,164","7,639","5,887","2,919","5,807","4,869","1,876","2,149"
"referral:0","first_app:topface AND platform:fb","2016-07-01 00:00:00","38,967","12,274","10,795","3,470","2,289","8,492","16,180","6,600","8,072","12,835","3,049","5,454","6,167","4,819","4,049","4,545","4,822","4,322","2,948","6,416"
"referral:0","first_app:topface AND platform:fb","2016-08-01 00:00:00","51,728","23,387","8,736","5,647","8,013","4,514","4,468","4,671","3,537","1,889","2,538","6,839","2,921","3,268","4,321","2,422","5,931","2,087","2,198","3,969"
"referral:0","first_app:topface AND platform:fb","2016-09-01 00:00:00",0,"34,805","20,281","2,412","4,138","4,921","2,466","6,858","1,805","2,708","6,104","5,930",728,"8,406","3,685","2,452","9,551","5,040","5,193","4,218"
"referral:0","first_app:topface AND platform:fb","2016-10-01 00:00:00",0,0,"35,713","11,956","4,182","16,876","5,852","3,917","5,974","4,320","3,618","5,265","6,261","3,752","2,162","3,087","1,776","1,396","2,514","1,319"
"referral:0","first_app:topface AND platform:fb","2016-11-01 00:00:00",0,0,0,"15,730","5,556","8,688","7,946","9,456","7,456","9,727","6,320","1,863","3,545","4,069","1,693",0,"3,977","3,622","3,018",0
"referral:0","first_app:topface AND platform:fb","2016-12-01 00:00:00",0,0,0,0,"22,517","15,640","9,991","6,215","6,287","4,980","5,383","5,406","7,286","7,140","9,666","3,979","4,734","3,363","1,256","1,390"
"referral:0","first_app:topface AND platform:fb","2017-01-01 00:00:00",0,0,0,0,0,"33,720","27,453","17,657","8,012","2,495","2,427","5,610","7,875","6,639","2,795","4,742","5,047","1,672","1,487",973
"referral:0","first_app:topface AND platform:fb","2017-02-01 00:00:00",0,0,0,0,0,0,"42,631","18,998","6,327","8,289","10,821",366,"8,411","1,047","4,926","6,613","3,911","2,039","4,137","1,567"
"referral:0","first_app:topface AND platform:fb","2017-03-01 00:00:00",0,0,0,0,0,0,0,"19,504","8,600","7,996","11,114","3,193","2,327","4,223","1,804","2,314",882,"2,958","1,396",194
"referral:0","first_app:topface AND platform:fb","2017-04-01 00:00:00",0,0,0,0,0,0,0,0,"14,711","14,941","15,229","7,528","9,130","5,129","4,656","3,883","4,254","1,730","2,251","3,789"
"referral:0","first_app:topface AND platform:fb","2017-05-01 00:00:00",0,0,0,0,0,0,0,0,0,"17,915","11,273","9,594","10,412","6,267","10,253","1,011","2,717","6,987","1,745",989
"referral:0","first_app:topface AND platform:fb","2017-06-01 00:00:00",0,0,0,0,0,0,0,0,0,0,"33,334","36,136","26,282","14,478","10,090","8,061","8,216","3,409","3,741",810
"referral:0","first_app:topface AND platform:fb","2017-07-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,"18,021","12,836","6,539","19,583","16,193","5,485","1,768",838,"2,040"
"referral:0","first_app:topface AND platform:fb","2017-08-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,"18,572","9,087","8,084","4,083","3,530",387,"5,582",829
"referral:0","first_app:topface AND platform:fb","2017-09-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"31,811","10,860","4,215","7,841","4,630","1,439","3,948"
"referral:0","first_app:topface AND platform:fb","2017-10-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15,694","16,000","8,044","10,956","8,032","4,303"
"referral:0","first_app:topface AND platform:fb","2017-11-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,857","6,783","2,089","1,455","4,850"
"referral:0","first_app:topface AND platform:fb","2017-12-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,785","6,021",238,"2,113"
"referral:0","first_app:topface AND platform:fb","2018-01-01 00:00:00",0,0,0,0,0,"14,004","11,491","13,744","11,154","13,668","11,144","11,134","13,653","11,140","13,662","11,125","11,132","24,168","11,208","9,310"
"referral:0","first_app:topface AND platform:fb","2018-02-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,818","3,893"
"referral:0","first_app:topface AND platform:fb","2018-03-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,567"
"referral:0","first_app:topface AND platform:fb","2018-04-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topfacemobappandroid","2015-01-01 00:00:00",0,38,"1,040",383,0,42,0,0,0,0,0,467,146,354,664,0,0,0,0,0
"referral:1","first_app:topfacemobappandroid","2015-02-01 00:00:00",528,158,224,0,0,"3,310","3,509","1,438",987,"1,903","1,221","2,021","1,263","1,414","2,930","2,579","1,496","2,145",665,258
"referral:1","first_app:topfacemobappandroid","2015-03-01 00:00:00",541,"1,002","4,009",482,819,"1,002",308,571,"1,285","2,627",314,0,0,284,0,871,846,738,"8,015",573
"referral:1","first_app:topfacemobappandroid","2015-04-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,646,504,0,0,0,0,0,0
"referral:1","first_app:topfacemobappandroid","2015-05-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topfacemobappandroid","2015-06-01 00:00:00",928,"1,519",994,273,0,546,505,126,123,127,301,116,232,0,105,0,900,451,0,0
"referral:1","first_app:topfacemobappandroid","2015-07-01 00:00:00","8,090","6,858","2,705","1,612","1,006","8,694","6,908","5,459","5,900","4,807","3,723","3,236","1,762","1,206","1,274",552,"1,374","1,509",880,"1,382"
"referral:1","first_app:topfacemobappandroid","2015-08-01 00:00:00","3,207",868,"3,921","1,385",755,"5,145","3,447","5,128","4,689","5,034","4,627","3,648","1,449","1,205","2,589","3,904","5,838","2,239","2,561","4,375"
"referral:1","first_app:topfacemobappandroid","2015-09-01 00:00:00","4,976","6,744","7,372","3,577","3,591","6,292","6,713","8,390","8,696","8,109","11,226","7,327","7,287","7,826","9,617","5,842","3,300","2,636",881,"2,456"
"referral:1","first_app:topfacemobappandroid","2015-10-01 00:00:00","18,044","18,188","17,761","12,453","11,594","25,346","15,998","18,139","22,434","27,631","22,359","27,357","31,466","32,685","32,348","24,298","23,262","17,582","13,892","12,694"
"referral:1","first_app:topfacemobappandroid","2015-11-01 00:00:00","22,912","25,760","16,315","11,309","4,336","17,317","12,996","13,451","14,959","20,270","22,454","18,777","16,256","18,483","17,032","19,031","20,069","18,084","10,155","11,101"
"referral:1","first_app:topfacemobappandroid","2015-12-01 00:00:00","20,809","16,263","13,762","9,351","4,352","15,393","14,386","15,206","18,872","18,663","23,488","22,456","18,533","21,837","27,046","25,560","17,478","24,104","14,359","10,533"
"referral:1","first_app:topfacemobappandroid","2016-01-01 00:00:00","22,954","19,984","15,121","12,557","6,485","25,554","22,497","29,757","22,465","32,497","25,362","23,842","25,371","25,168","19,808","12,637","12,801","15,190","11,502","11,330"
"referral:1","first_app:topfacemobappandroid","2016-02-01 00:00:00","21,473","19,403","11,695","12,577","12,098","21,033","19,657","22,462","20,841","27,115","18,964","16,672","18,513","16,731","15,580","16,344","17,056","15,073","11,454","8,716"
"referral:1","first_app:topfacemobappandroid","2016-03-01 00:00:00","37,393","30,104","23,491","16,929","10,456","22,932","18,706","20,595","13,318","13,650","18,610","15,786","21,955","20,138","22,459","19,254","15,894","15,359","15,616","12,490"
"referral:1","first_app:topfacemobappandroid","2016-04-01 00:00:00","64,114","47,982","40,638","23,096","11,772","35,636","28,394","26,050","24,687","24,727","21,884","25,570","23,969","24,863","28,129","23,112","16,654","18,531","13,487","16,065"
"referral:1","first_app:topfacemobappandroid","2016-05-01 00:00:00","143,240","102,660","80,888","37,061","20,638","83,248","63,992","69,952","66,874","67,986","65,584","51,773","50,278","42,033","39,669","38,777","40,303","39,436","29,810","36,211"
"referral:1","first_app:topfacemobappandroid","2016-06-01 00:00:00","223,165","136,264","89,838","58,584","32,796","116,633","102,869","89,907","84,088","69,110","79,560","72,340","64,107","69,378","54,824","43,591","49,305","44,839","36,134","37,178"
"referral:1","first_app:topfacemobappandroid","2016-07-01 00:00:00","597,836","306,105","191,938","94,346","47,517","173,817","127,419","134,931","122,967","112,733","101,712","92,600","101,762","93,022","95,476","71,732","78,634","63,686","56,403","55,823"
"referral:1","first_app:topfacemobappandroid","2016-08-01 00:00:00","606,033","334,684","185,141","92,066","43,782","127,813","87,817","88,898","78,632","71,231","67,827","70,739","64,596","50,746","57,320","44,315","46,984","34,061","26,395","25,433"
"referral:1","first_app:topfacemobappandroid","2016-09-01 00:00:00",0,"550,094","273,646","103,947","42,991","134,038","101,023","97,880","73,065","71,510","70,736","62,325","60,795","70,668","54,030","44,904","54,442","46,613","39,486","41,957"
"referral:1","first_app:topfacemobappandroid","2016-10-01 00:00:00",0,0,"657,255","263,367","96,348","208,468","151,473","148,119","99,795","102,971","88,437","88,352","84,036","80,460","80,455","78,624","65,819","49,451","39,349","35,615"
"referral:1","first_app:topfacemobappandroid","2016-11-01 00:00:00",0,0,0,"576,346","151,021","221,500","165,080","130,658","110,085","99,187","96,556","93,736","96,436","86,003","82,692","72,706","54,627","55,594","44,578","36,486"
"referral:1","first_app:topfacemobappandroid","2016-12-01 00:00:00",0,0,0,0,"511,216","536,598","327,069","262,743","186,969","149,859","143,081","118,421","128,977","111,770","105,148","85,368","84,397","60,901","53,032","52,257"
"referral:1","first_app:topfacemobappandroid","2017-01-01 00:00:00",0,0,0,0,0,"893,428","373,627","268,022","168,620","123,334","117,423","102,155","99,572","75,108","78,593","70,411","62,740","63,110","46,782","42,222"
"referral:1","first_app:topfacemobappandroid","2017-02-01 00:00:00",0,0,0,0,0,0,"557,448","354,519","168,876","104,786","94,853","72,202","75,602","60,003","57,123","40,505","51,559","26,870","26,841","27,999"
"referral:1","first_app:topfacemobappandroid","2017-03-01 00:00:00",0,0,0,0,0,0,173,"720,368","339,128","210,502","158,102","126,335","115,918","99,427","87,694","71,592","62,351","57,242","47,710","49,728"
"referral:1","first_app:topfacemobappandroid","2017-04-01 00:00:00",0,0,0,0,0,0,0,0,"1,117,563","730,742","441,687","332,999","264,640","226,816","208,123","159,671","156,218","126,674","108,440","93,627"
"referral:1","first_app:topfacemobappandroid","2017-05-01 00:00:00",0,0,0,0,0,0,0,0,0,"1,003,528","614,291","364,559","251,156","206,527","160,955","134,202","105,384","101,265","73,271","55,814"
"referral:1","first_app:topfacemobappandroid","2017-06-01 00:00:00",0,0,0,0,0,0,0,0,0,0,"1,767,338","1,154,191","629,204","446,143","356,987","279,815","217,433","173,386","143,628","129,667"
"referral:1","first_app:topfacemobappandroid","2017-07-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,"2,518,704","1,504,028","841,157","601,086","426,877","331,043","287,459","220,052","192,036"
"referral:1","first_app:topfacemobappandroid","2017-08-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,"2,730,850","1,342,289","785,851","497,287","388,187","345,415","246,830","204,754"
"referral:1","first_app:topfacemobappandroid","2017-09-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"2,422,497","1,286,192","658,060","457,976","352,692","240,622","210,981"
"referral:1","first_app:topfacemobappandroid","2017-10-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,292,698","1,057,993","613,446","414,145","284,029","246,848"
"referral:1","first_app:topfacemobappandroid","2017-11-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,908,660","1,044,441","545,866","380,406","312,254"
"referral:1","first_app:topfacemobappandroid","2017-12-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,156,181","1,185,566","526,053","398,866"
"referral:1","first_app:topfacemobappandroid","2018-01-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,597,116","1,004,318","552,962"
"referral:1","first_app:topfacemobappandroid","2018-02-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,613,966","1,456,896"
"referral:1","first_app:topfacemobappandroid","2018-03-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,254,663"
"referral:1","first_app:topfacemobappandroid","2018-04-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topfacemobappios","2015-01-01 00:00:00","4,199","3,137","3,995","3,031","3,036","3,708","3,751","3,312","3,042","2,613","2,946","3,803","2,665","1,224",348,270,271,926,926,"1,119"
"referral:1","first_app:topfacemobappios","2015-02-01 00:00:00","8,263","5,716","5,109","6,944","5,509","4,128","4,917","5,290","3,170","3,561","2,889","3,235","5,496","3,830","3,115","6,672","2,749","1,049",849,"1,042"
"referral:1","first_app:topfacemobappios","2015-03-01 00:00:00","10,030","6,346","4,310","4,479","6,122","6,184","4,589","5,537","6,124","3,978","4,289","4,195","4,585","3,518","4,752","3,408","5,627","3,894","4,189","4,091"
"referral:1","first_app:topfacemobappios","2015-04-01 00:00:00","1,600","1,236","3,317","2,049","2,135","2,323","1,171",984,"2,848","1,682","2,642",42,464,0,"1,044","1,050",270,831,0,0
"referral:1","first_app:topfacemobappios","2015-05-01 00:00:00",986,"1,242","1,019",999,"1,290","1,071","1,096","1,383","1,131","1,120","1,381","1,071","1,345","1,107","1,111","1,418","1,330","1,371","1,368","1,705"
"referral:1","first_app:topfacemobappios","2015-06-01 00:00:00","2,897","2,791","2,449","2,069","2,554","2,373","1,931","2,924","3,004","3,830","4,163","3,558","3,693","4,346","3,450","2,038","3,002","2,245","1,367","1,702"
"referral:1","first_app:topfacemobappios","2015-07-01 00:00:00","2,073","2,622","1,877",199,867,553,"1,161","1,454","1,325",440,551,0,268,209,835,0,0,0,566,0
"referral:1","first_app:topfacemobappios","2015-08-01 00:00:00",0,62,923,311,0,263,0,140,72,506,755,235,337,158,156,161,70,0,0,209
"referral:1","first_app:topfacemobappios","2015-09-01 00:00:00","4,602","6,586","5,965","5,804","5,683","2,656","1,020","1,833","3,805","3,223","1,077",534,"1,641","1,033","2,070","2,163","6,469","3,720",608,"1,875"
"referral:1","first_app:topfacemobappios","2015-10-01 00:00:00","30,992","34,574","58,951","34,248","23,293","18,826","17,046","23,922","11,076","10,172","11,320","16,474","11,444","11,465","13,174","10,866","18,177","15,425","11,487","7,611"
"referral:1","first_app:topfacemobappios","2015-11-01 00:00:00","24,615","18,075","14,067","24,355","11,174","10,260","11,473","10,287","10,668","11,040","8,971","6,811","10,734","10,593","15,177","10,676","8,646","11,190","6,461","2,561"
"referral:1","first_app:topfacemobappios","2015-12-01 00:00:00","20,319","26,741","28,040","21,744","29,283","23,353","13,589","12,329","11,787","11,532","14,070","12,454","10,230","11,303","12,245","10,923","18,419","18,106","8,371","6,904"
"referral:1","first_app:topfacemobappios","2016-01-01 00:00:00","11,604","12,954","7,521","6,059","5,906","9,670","6,506","5,144","6,980","5,093","6,103","7,847","10,655","8,309","9,703","5,643","6,693","6,942","6,266","6,164"
"referral:1","first_app:topfacemobappios","2016-02-01 00:00:00","45,418","44,911","47,974","23,765","15,805","14,623","12,589","9,205","7,132","4,414","6,687","7,046","8,769","7,881","9,761","6,748","5,931","9,453","5,721","2,562"
"referral:1","first_app:topfacemobappios","2016-03-01 00:00:00","88,435","83,723","59,259","44,108","31,826","26,251","23,064","25,690","19,090","13,970","13,182","11,034","11,082","6,005","8,586","11,858","13,265","8,149","4,190","3,600"
"referral:1","first_app:topfacemobappios","2016-04-01 00:00:00","183,389","150,644","115,278","86,901","73,510","67,140","58,460","45,501","34,832","42,074","29,232","29,313","16,627","14,278","15,261","15,778","16,876","14,836","8,070","6,811"
"referral:1","first_app:topfacemobappios","2016-05-01 00:00:00","312,615","296,684","227,057","157,544","115,417","96,040","75,820","59,444","41,341","36,059","23,175","27,988","31,433","38,906","38,633","31,639","28,951","25,551","22,895","26,920"
"referral:1","first_app:topfacemobappios","2016-06-01 00:00:00","232,530","174,910","125,761","84,113","66,384","70,894","50,845","48,327","32,491","31,249","24,046","24,841","23,794","15,057","12,370","11,565","12,774","10,327","7,051","9,824"
"referral:1","first_app:topfacemobappios","2016-07-01 00:00:00","702,696","402,671","297,868","185,907","145,758","115,672","84,102","89,175","66,470","59,474","52,081","57,821","34,700","32,046","44,188","36,528","32,490","33,498","20,737","17,807"
"referral:1","first_app:topfacemobappios","2016-08-01 00:00:00","394,090","382,723","217,247","134,529","81,117","66,899","42,948","41,011","38,462","37,994","41,115","33,572","37,404","32,556","20,342","30,529","22,316","17,148","21,013","22,997"
"referral:1","first_app:topfacemobappios","2016-09-01 00:00:00",0,"861,949","538,506","278,739","195,760","153,425","102,618","105,750","87,419","63,768","54,672","42,485","36,326","47,878","41,331","24,272","29,505","26,276","19,770","15,723"
"referral:1","first_app:topfacemobappios","2016-10-01 00:00:00",0,235,"1,229,938","940,430","492,948","341,785","220,375","197,971","157,858","139,120","117,164","100,524","83,461","73,560","74,013","55,513","62,546","60,918","45,076","32,161"
"referral:1","first_app:topfacemobappios","2016-11-01 00:00:00",0,0,0,"1,893,539","1,201,735","671,940","422,729","339,476","265,401","250,957","180,964","142,064","107,161","86,349","90,324","88,959","85,106","64,310","56,339","55,826"
"referral:1","first_app:topfacemobappios","2016-12-01 00:00:00",0,0,0,0,"2,254,745","1,746,929","894,458","715,697","504,800","418,833","360,614","249,125","210,949","171,288","169,900","131,455","151,696","116,264","95,322","113,488"
"referral:1","first_app:topfacemobappios","2017-01-01 00:00:00",0,0,0,0,165,"2,992,371","1,808,441","1,156,282","853,210","662,642","529,768","418,053","288,706","243,585","221,438","195,959","180,427","181,778","142,823","134,904"
"referral:1","first_app:topfacemobappios","2017-02-01 00:00:00",0,0,0,0,0,0,"2,524,410","1,918,430","1,078,637","799,674","618,416","411,962","322,285","260,028","235,418","183,371","179,856","171,328","188,322","149,122"
"referral:1","first_app:topfacemobappios","2017-03-01 00:00:00",0,0,0,0,0,0,441,"2,274,838","1,317,309","799,858","597,066","390,160","284,792","257,131","228,365","162,238","139,842","120,027","106,128","112,373"
"referral:1","first_app:topfacemobappios","2017-04-01 00:00:00",0,0,0,0,0,0,0,0,"1,043,520","829,231","444,519","274,873","170,606","135,727","118,885","100,169","81,627","62,627","64,591","47,116"
"referral:1","first_app:topfacemobappios","2017-05-01 00:00:00",0,0,0,0,0,0,0,0,0,"1,043,507","845,049","383,592","262,811","158,620","140,041","110,008","76,664","67,196","59,253","45,525"
"referral:1","first_app:topfacemobappios","2017-06-01 00:00:00",0,0,0,0,0,0,0,0,0,0,"1,034,267","750,266","378,613","270,796","179,731","133,230","115,156","83,488","61,641","56,556"
"referral:1","first_app:topfacemobappios","2017-07-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,"1,070,399","777,669","394,449","275,536","181,837","149,974","148,609","85,091","80,356"
"referral:1","first_app:topfacemobappios","2017-08-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,"1,410,344","845,039","490,508","299,732","202,557","167,467","143,760","113,255"
"referral:1","first_app:topfacemobappios","2017-09-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"982,397","611,667","303,976","209,811","141,273","100,099","77,676"
"referral:1","first_app:topfacemobappios","2017-10-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,700,029","1,018,201","476,691","316,988","210,190","159,600"
"referral:1","first_app:topfacemobappios","2017-11-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,385,936","859,386","412,090","226,546","167,189"
"referral:1","first_app:topfacemobappios","2017-12-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,129,597","2,441,847","924,940","649,174"
"referral:1","first_app:topfacemobappios","2018-01-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,690,288","1,582,356","991,774"
"referral:1","first_app:topfacemobappios","2018-02-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,840,579","2,679,465"
"referral:1","first_app:topfacemobappios","2018-03-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,764,485"
"referral:1","first_app:topfacemobappios","2018-04-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:standalonetf","2015-01-01 00:00:00","6,508","4,700","2,394","2,334","3,962","1,180","2,296","2,786","1,637","3,407",497,555,"2,121","2,598","3,035","1,787","1,262","2,432","1,504","2,408"
