"created per month",filters,filters,Count
"2015-01-01 00:00:00","first_app:topfacemobappios","_exists_:user_mau.1704.any","1,304"
"2015-01-01 00:00:00","first_app:topfacemobappios","_exists_:user_mau.1705.any","1,266"
"2015-01-01 00:00:00","first_app:topfacemobappios","_exists_:user_mau.1706.any","1,166"
"2015-01-01 00:00:00","first_app:topfacemobappios","_exists_:user_mau.1707.any","1,143"
"2015-01-01 00:00:00","first_app:topfacemobappios","_exists_:user_mau.1708.any","1,108"
"2015-01-01 00:00:00","first_app:topfacemobappios","_exists_:user_mau.1709.any","1,035"
"2015-01-01 00:00:00","first_app:topfacemobappios","_exists_:user_mau.1710.any","1,059"
"2015-01-01 00:00:00","first_app:topfacemobappios","_exists_:user_mau.1711.any",986
"2015-01-01 00:00:00","first_app:topfacemobappios","_exists_:user_mau.1712.any",939
"2015-01-01 00:00:00","first_app:topfacemobappios","_exists_:user_mau.1801.any",926
"2015-01-01 00:00:00","first_app:topfacemobappios","_exists_:user_mau.1802.any",802
"2015-01-01 00:00:00","first_app:topfacemobappios","_exists_:user_mau.1803.any",811
"2015-01-01 00:00:00","first_app:standalonetf","*","64,961"
"2015-01-01 00:00:00","first_app:standalonetf","_exists_:user_mau.1501.any","52,298"
"2015-01-01 00:00:00","first_app:standalonetf","_exists_:user_mau.1502.any","18,844"
"2015-01-01 00:00:00","first_app:standalonetf","_exists_:user_mau.1503.any","13,805"
"2015-01-01 00:00:00","first_app:standalonetf","_exists_:user_mau.1504.any","10,145"
"2015-01-01 00:00:00","first_app:standalonetf","_exists_:user_mau.1505.any","7,441"
"2015-01-01 00:00:00","first_app:standalonetf","_exists_:user_mau.1506.any","5,182"
"2015-01-01 00:00:00","first_app:standalonetf","_exists_:user_mau.1507.any","4,500"
"2015-01-01 00:00:00","first_app:standalonetf","_exists_:user_mau.1508.any","3,905"
"2015-01-01 00:00:00","first_app:standalonetf","_exists_:user_mau.1509.any","2,895"
"2015-01-01 00:00:00","first_app:standalonetf","_exists_:user_mau.1510.any","2,466"
"2015-01-01 00:00:00","first_app:standalonetf","_exists_:user_mau.1511.any","3,440"
"2015-01-01 00:00:00","first_app:standalonetf","_exists_:user_mau.1512.any","1,928"
"2015-01-01 00:00:00","first_app:standalonetf","_exists_:user_mau.1601.any","6,697"
"2015-01-01 00:00:00","first_app:standalonetf","_exists_:user_mau.1602.any","5,698"
"2015-01-01 00:00:00","first_app:standalonetf","_exists_:user_mau.1603.any","5,059"
"2015-01-01 00:00:00","first_app:standalonetf","_exists_:user_mau.1604.any","4,717"
"2015-01-01 00:00:00","first_app:standalonetf","_exists_:user_mau.1605.any","4,113"
"2015-01-01 00:00:00","first_app:standalonetf","_exists_:user_mau.1606.any","4,291"
"2015-01-01 00:00:00","first_app:standalonetf","_exists_:user_mau.1607.any","4,053"
"2015-01-01 00:00:00","first_app:standalonetf","_exists_:user_mau.1608.any","3,919"
"2015-01-01 00:00:00","first_app:standalonetf","_exists_:user_mau.1609.any","3,351"
"2015-01-01 00:00:00","first_app:standalonetf","_exists_:user_mau.1610.any","3,166"
"2015-01-01 00:00:00","first_app:standalonetf","_exists_:user_mau.1611.any","2,927"
"2015-01-01 00:00:00","first_app:standalonetf","_exists_:user_mau.1612.any","2,733"
"2015-01-01 00:00:00","first_app:standalonetf","_exists_:user_mau.1701.any","2,834"
"2015-01-01 00:00:00","first_app:standalonetf","_exists_:user_mau.1702.any","2,416"
"2015-01-01 00:00:00","first_app:standalonetf","_exists_:user_mau.1703.any","2,410"
"2015-01-01 00:00:00","first_app:standalonetf","_exists_:user_mau.1704.any","2,115"
"2015-01-01 00:00:00","first_app:standalonetf","_exists_:user_mau.1705.any","1,961"
"2015-01-01 00:00:00","first_app:standalonetf","_exists_:user_mau.1706.any","1,728"
"2015-01-01 00:00:00","first_app:standalonetf","_exists_:user_mau.1707.any","1,634"
"2015-01-01 00:00:00","first_app:standalonetf","_exists_:user_mau.1708.any","1,682"
"2015-01-01 00:00:00","first_app:standalonetf","_exists_:user_mau.1709.any","1,637"
"2015-01-01 00:00:00","first_app:standalonetf","_exists_:user_mau.1710.any","1,613"
"2015-01-01 00:00:00","first_app:standalonetf","_exists_:user_mau.1711.any","1,496"
"2015-01-01 00:00:00","first_app:standalonetf","_exists_:user_mau.1712.any","1,413"
"2015-01-01 00:00:00","first_app:standalonetf","_exists_:user_mau.1801.any","1,410"
"2015-01-01 00:00:00","first_app:standalonetf","_exists_:user_mau.1802.any","1,198"
"2015-01-01 00:00:00","first_app:standalonetf","_exists_:user_mau.1803.any","1,207"
"2015-01-01 00:00:00","first_app:topface AND platform:vk","*","211,428"
"2015-01-01 00:00:00","first_app:topface AND platform:vk","_exists_:user_mau.1501.any","175,412"
"2015-01-01 00:00:00","first_app:topface AND platform:vk","_exists_:user_mau.1502.any","50,395"
"2015-01-01 00:00:00","first_app:topface AND platform:vk","_exists_:user_mau.1503.any","35,350"
"2015-01-01 00:00:00","first_app:topface AND platform:vk","_exists_:user_mau.1504.any","25,479"
"2015-01-01 00:00:00","first_app:topface AND platform:vk","_exists_:user_mau.1505.any","20,828"
