filters,filters,"created per month","Sum of revenue_in_month.1501.total","Sum of revenue_in_month.1502.total","Sum of revenue_in_month.1503.total","Sum of revenue_in_month.1504.total","Sum of revenue_in_month.1505.total","Sum of revenue_in_month.1506.total","Sum of revenue_in_month.1507.total","Sum of revenue_in_month.1508.total","Sum of revenue_in_month.1509.total","Sum of revenue_in_month.1510.total","Sum of revenue_in_month.1511.total","Sum of revenue_in_month.1512.total","Sum of revenue_in_month.1601.total","Sum of revenue_in_month.1602.total","Sum of revenue_in_month.1603.total","Sum of revenue_in_month.1604.total","Sum of revenue_in_month.1605.total","Sum of revenue_in_month.1606.total","Sum of revenue_in_month.1607.total"
"referral:0","first_app:topface AND platform:fb","2015-12-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,"167,631","82,203","38,260","28,686","25,191","18,634","11,314","14,312"
"referral:0","first_app:topface AND platform:fb","2016-01-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,"101,875","61,005","42,617","28,129","23,343","16,238","16,057"
"referral:0","first_app:topface AND platform:fb","2016-02-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"137,280","52,901","25,040","25,942","11,875","21,214"
"referral:0","first_app:topface AND platform:fb","2016-03-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"71,008","46,281","28,823","20,160","17,616"
"referral:0","first_app:topface AND platform:fb","2016-04-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"46,263","26,140","11,476","23,425"
"referral:0","first_app:topface AND platform:fb","2016-05-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"56,079","29,726","17,758"
"referral:0","first_app:topface AND platform:fb","2016-06-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"61,605","33,131"
"referral:0","first_app:topface AND platform:fb","2016-07-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"42,617"
"referral:0","first_app:topface AND platform:fb","2016-08-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:0","first_app:topface AND platform:fb","2016-09-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:0","first_app:topface AND platform:fb","2016-10-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:0","first_app:topface AND platform:fb","2016-11-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:0","first_app:topface AND platform:fb","2016-12-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:0","first_app:topface AND platform:fb","2017-01-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:0","first_app:topface AND platform:fb","2017-02-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:0","first_app:topface AND platform:fb","2017-03-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:0","first_app:topface AND platform:fb","2017-04-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:0","first_app:topface AND platform:fb","2017-05-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:0","first_app:topface AND platform:fb","2017-06-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:0","first_app:topface AND platform:fb","2017-07-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:0","first_app:topface AND platform:fb","2017-08-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:0","first_app:topface AND platform:fb","2017-09-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:0","first_app:topface AND platform:fb","2017-10-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:0","first_app:topface AND platform:fb","2017-11-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:0","first_app:topface AND platform:fb","2017-12-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:0","first_app:topface AND platform:fb","2018-01-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:0","first_app:topface AND platform:fb","2018-02-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:0","first_app:topface AND platform:fb","2018-03-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:0","first_app:topface AND platform:fb","2018-04-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topfacemobappandroid","2015-01-01 00:00:00","70,844","54,440","40,567","2,501","2,275","3,326","7,946","2,447","4,786",723,535,431,0,51,57,59,0,0,0
"referral:1","first_app:topfacemobappandroid","2015-02-01 00:00:00",0,"16,689","13,315","4,666","10,386","7,388","7,030","7,535","4,470","3,556","6,055","1,460","1,804",663,799,"2,096","2,317","2,382","1,488"
"referral:1","first_app:topfacemobappandroid","2015-03-01 00:00:00",0,0,"32,245","10,510","3,350","4,113","6,335","8,313","5,051","5,125","4,404","1,884",999,"3,365","2,910","3,502","2,513","2,355","2,009"
"referral:1","first_app:topfacemobappandroid","2015-04-01 00:00:00",0,0,0,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topfacemobappandroid","2015-05-01 00:00:00",0,0,0,0,88,220,483,703,74,150,109,0,0,0,0,106,0,0,0
"referral:1","first_app:topfacemobappandroid","2015-06-01 00:00:00",0,0,0,0,0,"15,950","28,144","10,605","3,459","2,547","2,137","1,064",560,332,"3,093",938,"3,432",201,"3,123"
"referral:1","first_app:topfacemobappandroid","2015-07-01 00:00:00",0,0,0,0,0,0,"231,708","165,921","104,154","27,968","44,164","9,731","6,023","5,595","5,222","5,629","4,378","3,983","5,444"
"referral:1","first_app:topfacemobappandroid","2015-08-01 00:00:00",0,0,0,0,0,0,0,"140,849","70,806","18,948","13,998","10,838","3,670","2,608","3,082","4,057","3,031","2,195","2,513"
"referral:1","first_app:topfacemobappandroid","2015-09-01 00:00:00",0,0,0,0,0,0,0,0,"88,987","110,506","47,844","41,104","15,507","9,963","16,199","5,853","5,999","5,821","5,300"
"referral:1","first_app:topfacemobappandroid","2015-10-01 00:00:00",0,0,0,0,0,0,0,0,0,"334,212","193,543","145,797","66,183","49,357","56,422","29,880","30,779","32,333","29,277"
"referral:1","first_app:topfacemobappandroid","2015-11-01 00:00:00",0,0,0,0,0,0,0,0,0,0,"369,902","247,147","80,423","47,735","45,348","40,395","29,081","20,684","20,689"
"referral:1","first_app:topfacemobappandroid","2015-12-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,"248,817","169,640","61,329","69,827","42,392","32,792","34,050","29,477"
"referral:1","first_app:topfacemobappandroid","2016-01-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,"323,449","184,199","111,095","61,157","42,523","35,176","36,006"
"referral:1","first_app:topfacemobappandroid","2016-02-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"264,696","198,576","88,415","60,602","38,526","36,314"
"referral:1","first_app:topfacemobappandroid","2016-03-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"290,258","156,745","92,811","55,893","43,181"
"referral:1","first_app:topfacemobappandroid","2016-04-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"311,887","218,045","117,246","94,714"
"referral:1","first_app:topfacemobappandroid","2016-05-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"523,244","370,283","238,099"
"referral:1","first_app:topfacemobappandroid","2016-06-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"781,543","441,672"
"referral:1","first_app:topfacemobappandroid","2016-07-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,054,071"
"referral:1","first_app:topfacemobappandroid","2016-08-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topfacemobappandroid","2016-09-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topfacemobappandroid","2016-10-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topfacemobappandroid","2016-11-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topfacemobappandroid","2016-12-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topfacemobappandroid","2017-01-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topfacemobappandroid","2017-02-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topfacemobappandroid","2017-03-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topfacemobappandroid","2017-04-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topfacemobappandroid","2017-05-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topfacemobappandroid","2017-06-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topfacemobappandroid","2017-07-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topfacemobappandroid","2017-08-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topfacemobappandroid","2017-09-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topfacemobappandroid","2017-10-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topfacemobappandroid","2017-11-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topfacemobappandroid","2017-12-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topfacemobappandroid","2018-01-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topfacemobappandroid","2018-02-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topfacemobappandroid","2018-03-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topfacemobappandroid","2018-04-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topfacemobappios","2015-01-01 00:00:00","11,690","99,326","36,476","187,315","2,921","19,137","10,210","4,926","7,531","10,129","7,260","5,008","1,885","1,081","3,979","4,065","6,552","4,356","5,518"
"referral:1","first_app:topfacemobappios","2015-02-01 00:00:00",0,"81,257","72,387","71,991","66,747","32,467","29,091","25,531","21,066","13,504","109,652","33,709","9,861","12,105","7,155","7,374","9,228","7,414","9,178"
"referral:1","first_app:topfacemobappios","2015-03-01 00:00:00",0,0,"49,641","60,858","77,394","96,634","79,403","92,676","46,563","61,787","10,107","9,084","9,357","8,903","15,197","8,221","6,021","6,331","7,720"
"referral:1","first_app:topfacemobappios","2015-04-01 00:00:00",0,0,0,"2,000","2,029","18,948","13,465","10,482","5,478","6,519","6,599","6,264","5,377","1,020","2,261","2,150",638,"1,613","2,521"
"referral:1","first_app:topfacemobappios","2015-05-01 00:00:00",0,0,0,0,"1,127","2,733","1,106",913,709,932,"1,087","3,985","3,567","1,602","1,143",968,975,"1,231",995
"referral:1","first_app:topfacemobappios","2015-06-01 00:00:00",0,0,0,0,0,"12,619","12,746","6,374","4,918","2,075",940,"2,120","2,319","2,436","1,640",708,"1,047","1,283",257
"referral:1","first_app:topfacemobappios","2015-07-01 00:00:00",0,0,0,0,0,0,"28,680","8,926","4,844","5,973","3,159","2,083","1,134","1,501",902,716,"1,208","1,933","2,082"
"referral:1","first_app:topfacemobappios","2015-08-01 00:00:00",0,0,0,0,0,0,0,"24,859","14,191","2,821","5,900","3,863","1,529","1,336","1,128",896,836,0,0
"referral:1","first_app:topfacemobappios","2015-09-01 00:00:00",0,0,0,0,0,0,0,0,"68,321","80,938","47,286","13,331","10,845","6,192","9,682","4,657","11,356","6,271","4,315"
"referral:1","first_app:topfacemobappios","2015-10-01 00:00:00",0,0,0,0,0,0,0,0,0,"247,741","200,241","129,460","105,230","87,058","74,596","64,020","54,223","40,308","37,805"
"referral:1","first_app:topfacemobappios","2015-11-01 00:00:00",0,0,0,0,0,0,0,0,0,0,"168,173","109,935","63,887","48,606","41,539","26,595","30,324","27,619","18,249"
"referral:1","first_app:topfacemobappios","2015-12-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,"130,231","115,375","55,276","55,807","44,172","34,605","23,623","23,184"
"referral:1","first_app:topfacemobappios","2016-01-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,"102,751","81,642","54,713","35,522","26,640","18,564","12,752"
"referral:1","first_app:topfacemobappios","2016-02-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"188,441","232,590","116,295","88,226","61,960","53,696"
"referral:1","first_app:topfacemobappios","2016-03-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"367,861","336,165","193,247","135,324","94,315"
"referral:1","first_app:topfacemobappios","2016-04-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"664,088","644,175","328,266","242,910"
"referral:1","first_app:topfacemobappios","2016-05-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"649,006","723,350","404,153"
"referral:1","first_app:topfacemobappios","2016-06-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"497,542","410,730"
"referral:1","first_app:topfacemobappios","2016-07-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"712,165"
"referral:1","first_app:topfacemobappios","2016-08-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topfacemobappios","2016-09-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topfacemobappios","2016-10-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topfacemobappios","2016-11-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topfacemobappios","2016-12-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topfacemobappios","2017-01-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topfacemobappios","2017-02-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topfacemobappios","2017-03-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topfacemobappios","2017-04-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topfacemobappios","2017-05-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topfacemobappios","2017-06-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topfacemobappios","2017-07-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topfacemobappios","2017-08-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topfacemobappios","2017-09-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topfacemobappios","2017-10-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topfacemobappios","2017-11-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topfacemobappios","2017-12-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topfacemobappios","2018-01-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topfacemobappios","2018-02-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topfacemobappios","2018-03-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topfacemobappios","2018-04-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:standalonetf","2015-01-01 00:00:00","255,321","230,480","139,958","109,715","51,189","117,291","97,789","98,205","13,328",727,"22,090","24,258","2,194","7,955","6,101","1,730","6,000","3,457","3,362"
"referral:1","first_app:standalonetf","2015-02-01 00:00:00",284,"384,262","367,229","127,039","80,542","10,318","14,489","160,361","165,222","88,111","78,416","70,092","22,224","1,207",572,304,"1,443",303,416
"referral:1","first_app:standalonetf","2015-03-01 00:00:00",0,0,"526,900","520,773","325,036","123,480","88,414","130,882","86,899","52,549","20,292","18,473","1,169",359,"1,385","1,410","1,681","1,084","1,224"
"referral:1","first_app:standalonetf","2015-04-01 00:00:00",0,0,0,"238,488","370,812","419,298","365,251","341,790","245,136","207,475","171,914","96,874","12,740","1,688","6,253","2,512",670,"1,672","2,346"
"referral:1","first_app:standalonetf","2015-05-01 00:00:00",0,0,0,0,"384,626","507,128","200,756","243,760","58,888","61,504","55,075","62,126","20,371",168,292,"3,212",779,267,"2,013"
"referral:1","first_app:standalonetf","2015-06-01 00:00:00",0,0,0,0,0,"1,483,051","1,315,670","921,626","638,571","501,791","254,429","73,596","33,061","6,019","8,964","6,080","2,892","4,931","6,565"
"referral:1","first_app:standalonetf","2015-07-01 00:00:00",0,0,0,0,0,0,"2,591,712","1,992,099","725,818","324,393","165,426","177,766","7,247","5,422","9,708","7,394","5,750","5,625","15,147"
"referral:1","first_app:standalonetf","2015-08-01 00:00:00",0,0,0,0,0,0,0,"2,078,869","1,670,700","1,312,719","641,636","412,270","108,288","10,596","15,294","13,787","9,854","6,545","12,836"
"referral:1","first_app:standalonetf","2015-09-01 00:00:00",0,0,0,0,0,0,0,0,"2,266,040","1,377,713","452,347","449,598","77,820","5,932","5,951","5,572","4,599","5,817","6,472"
"referral:1","first_app:standalonetf","2015-10-01 00:00:00",0,0,0,0,0,0,0,0,0,"2,231,796","1,158,917","299,212","35,700","10,745","17,387","10,063","10,977","6,430","12,107"
"referral:1","first_app:standalonetf","2015-11-01 00:00:00",0,0,0,0,0,0,0,0,0,0,"1,821,590","738,039","37,623","16,848","20,470","16,250","14,833","16,491","20,788"
"referral:1","first_app:standalonetf","2015-12-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,"1,292,145","53,535","18,786","20,911","16,528","6,919","6,213","11,123"
"referral:1","first_app:standalonetf","2016-01-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,"87,688","50,752","36,920","20,691","15,917","15,181","15,571"
"referral:1","first_app:standalonetf","2016-02-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"42,535","23,854","10,317","8,281","8,343","7,471"
"referral:1","first_app:standalonetf","2016-03-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20,302","18,640","7,574","6,713","3,049"
"referral:1","first_app:standalonetf","2016-04-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17,946","12,728","11,749","3,619"
"referral:1","first_app:standalonetf","2016-05-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"32,461","11,550","9,836"
"referral:1","first_app:standalonetf","2016-06-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14,145","12,553"
"referral:1","first_app:standalonetf","2016-07-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40,750"
"referral:1","first_app:standalonetf","2016-08-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:standalonetf","2016-09-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:standalonetf","2016-10-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:standalonetf","2016-11-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:standalonetf","2016-12-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:standalonetf","2017-01-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:standalonetf","2017-02-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:standalonetf","2017-03-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:standalonetf","2017-04-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:standalonetf","2017-05-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:standalonetf","2017-06-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:standalonetf","2017-07-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:standalonetf","2017-08-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:standalonetf","2017-09-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:standalonetf","2017-10-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:standalonetf","2017-11-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:standalonetf","2017-12-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:standalonetf","2018-01-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:standalonetf","2018-02-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:standalonetf","2018-03-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:standalonetf","2018-04-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:vk","2015-01-01 00:00:00","4,000","50,092","12,138",229,0,23,92,276,46,46,23,115,0,203,0,0,0,0,0
"referral:1","first_app:topface AND platform:vk","2015-02-01 00:00:00",0,"5,548","47,945","7,246","2,587","2,547","1,404","1,671","1,334","1,009","1,100","1,771",572,"1,011","1,036",742,"1,036",938,919
"referral:1","first_app:topface AND platform:vk","2015-03-01 00:00:00",0,0,"211,945","197,463","124,488","69,638","99,593","31,853","132,128","89,637","93,599","47,294","21,847","12,391","13,062","10,200","10,979","9,601","14,631"
"referral:1","first_app:topface AND platform:vk","2015-04-01 00:00:00",0,0,0,"253,831","76,630","45,365","48,199","31,453","15,016","12,599","21,646","21,855","15,121","9,171","7,683","8,473","4,885","7,894","9,404"
"referral:1","first_app:topface AND platform:vk","2015-05-01 00:00:00",0,0,0,0,"108,203","46,832","72,536","100,665","130,212","70,453","41,971","30,576","4,453","3,230","2,192","2,843","4,982","2,809","2,221"
"referral:1","first_app:topface AND platform:vk","2015-06-01 00:00:00",0,0,0,0,0,"61,922","29,752","11,762","9,236","8,916","4,297","7,332","3,773","4,926","4,352","4,961","2,604","2,336","1,650"
"referral:1","first_app:topface AND platform:vk","2015-07-01 00:00:00",0,0,0,0,0,0,"95,824","60,441","18,349","23,066","10,763","32,232","7,120","4,333","4,155","2,922","2,415","2,510","3,691"
"referral:1","first_app:topface AND platform:vk","2015-08-01 00:00:00",0,0,0,0,0,0,0,"42,260","28,316","53,686","6,968","27,668","4,211","5,228","3,572","1,516","2,613","2,810","2,796"
"referral:1","first_app:topface AND platform:vk","2015-09-01 00:00:00",0,0,0,0,0,0,0,0,"151,223","102,175","19,299","25,350","9,796","6,072","6,745","5,086","2,728","3,509","1,404"
"referral:1","first_app:topface AND platform:vk","2015-10-01 00:00:00",0,0,0,0,0,0,0,0,0,"36,352","55,642","13,625","9,153","6,444","5,324","5,230","2,892","3,253","5,315"
"referral:1","first_app:topface AND platform:vk","2015-11-01 00:00:00",0,0,0,0,0,0,0,0,0,0,"72,360","24,557","12,732","6,132","5,687","4,802","4,610","4,330","6,062"
"referral:1","first_app:topface AND platform:vk","2015-12-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,"38,015","18,468","11,344","7,678","4,988","5,344","4,122","5,811"
"referral:1","first_app:topface AND platform:vk","2016-01-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,"32,743","23,312","9,222","6,154","3,894","3,168","2,198"
"referral:1","first_app:topface AND platform:vk","2016-02-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"22,877","15,498","7,080","3,643","1,173","5,898"
"referral:1","first_app:topface AND platform:vk","2016-03-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,777","5,979","1,856",628,750
"referral:1","first_app:topface AND platform:vk","2016-04-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,376,82,0
"referral:1","first_app:topface AND platform:vk","2016-05-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0
"referral:1","first_app:topface AND platform:vk","2016-06-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,037","1,699"
"referral:1","first_app:topface AND platform:vk","2016-07-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121
"referral:1","first_app:topface AND platform:vk","2016-08-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:vk","2016-09-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:vk","2016-10-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:vk","2016-11-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:vk","2016-12-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
