"created per day",filters,filters,Count
"2018-04-22 00:00:00","referral:0","NOT platform:fb","3,840"
"2018-04-22 00:00:00","referral:1","platform:fb","5,426"
"2018-04-22 00:00:00","referral:1","NOT platform:fb","4,780"
"2018-04-23 00:00:00","referral:0","platform:fb","1,137"
"2018-04-23 00:00:00","referral:0","NOT platform:fb","3,369"
"2018-04-23 00:00:00","referral:1","platform:fb","4,849"
"2018-04-23 00:00:00","referral:1","NOT platform:fb","3,849"
"2018-04-24 00:00:00","referral:0","platform:fb",934
"2018-04-24 00:00:00","referral:0","NOT platform:fb","2,925"
"2018-04-24 00:00:00","referral:1","platform:fb","2,820"
"2018-04-24 00:00:00","referral:1","NOT platform:fb","2,023"
"2018-04-25 00:00:00","referral:0","platform:fb",985
"2018-04-25 00:00:00","referral:0","NOT platform:fb","3,042"
"2018-04-25 00:00:00","referral:1","platform:fb","3,528"
"2018-04-25 00:00:00","referral:1","NOT platform:fb","2,527"
"2018-04-26 00:00:00","referral:0","platform:fb","1,139"
"2018-04-26 00:00:00","referral:0","NOT platform:fb","3,320"
"2018-04-26 00:00:00","referral:1","platform:fb","5,036"
"2018-04-26 00:00:00","referral:1","NOT platform:fb","4,009"
"2018-04-27 00:00:00","referral:0","platform:fb","1,346"
"2018-04-27 00:00:00","referral:0","NOT platform:fb","3,423"
"2018-04-27 00:00:00","referral:1","platform:fb","5,777"
"2018-04-27 00:00:00","referral:1","NOT platform:fb","4,588"
"2018-04-28 00:00:00","referral:0","platform:fb","1,244"
"2018-04-28 00:00:00","referral:0","NOT platform:fb","3,468"
"2018-04-28 00:00:00","referral:1","platform:fb","5,502"
"2018-04-28 00:00:00","referral:1","NOT platform:fb","4,467"
"2018-04-29 00:00:00","referral:0","platform:fb","1,245"
"2018-04-29 00:00:00","referral:0","NOT platform:fb","3,426"
"2018-04-29 00:00:00","referral:1","platform:fb","5,121"
"2018-04-29 00:00:00","referral:1","NOT platform:fb","4,106"
"2018-04-30 00:00:00","referral:0","platform:fb","1,106"
"2018-04-30 00:00:00","referral:0","NOT platform:fb","3,274"
"2018-04-30 00:00:00","referral:1","platform:fb","5,447"
"2018-04-30 00:00:00","referral:1","NOT platform:fb","4,281"
"2018-05-01 00:00:00","referral:0","platform:fb","1,186"
"2018-05-01 00:00:00","referral:0","NOT platform:fb","3,250"
"2018-05-01 00:00:00","referral:1","platform:fb","5,483"
"2018-05-01 00:00:00","referral:1","NOT platform:fb","4,208"
"2018-05-02 00:00:00","referral:0","platform:fb","1,946"
"2018-05-02 00:00:00","referral:0","NOT platform:fb","4,488"
"2018-05-02 00:00:00","referral:1","platform:fb","11,156"
"2018-05-02 00:00:00","referral:1","NOT platform:fb","7,735"
"2018-05-03 00:00:00","referral:0","platform:fb","1,707"
"2018-05-03 00:00:00","referral:0","NOT platform:fb","3,930"
"2018-05-03 00:00:00","referral:1","platform:fb","8,794"
"2018-05-03 00:00:00","referral:1","NOT platform:fb","6,127"
"2018-05-04 00:00:00","referral:0","platform:fb","1,600"
"2018-05-04 00:00:00","referral:0","NOT platform:fb","3,878"
"2018-05-04 00:00:00","referral:1","platform:fb","8,276"
"2018-05-04 00:00:00","referral:1","NOT platform:fb","6,075"
"2018-05-05 00:00:00","referral:0","platform:fb","1,749"
"2018-05-05 00:00:00","referral:0","NOT platform:fb","4,298"
"2018-05-05 00:00:00","referral:1","platform:fb","9,071"
"2018-05-05 00:00:00","referral:1","NOT platform:fb","6,869"
"2018-05-06 00:00:00","referral:0","platform:fb","2,134"
"2018-05-06 00:00:00","referral:0","NOT platform:fb","4,920"
"2018-05-06 00:00:00","referral:1","platform:fb","11,244"
"2018-05-06 00:00:00","referral:1","NOT platform:fb","8,242"
"2018-05-07 00:00:00","referral:0","platform:fb","3,157"
"2018-05-07 00:00:00","referral:0","NOT platform:fb","6,229"
"2018-05-07 00:00:00","referral:1","platform:fb","19,543"
"2018-05-07 00:00:00","referral:1","NOT platform:fb","13,658"
"2018-05-08 00:00:00","referral:0","platform:fb","2,336"
"2018-05-08 00:00:00","referral:0","NOT platform:fb","4,939"
"2018-05-08 00:00:00","referral:1","platform:fb","12,202"
"2018-05-08 00:00:00","referral:1","NOT platform:fb","8,711"
"2018-05-09 00:00:00","referral:0","platform:fb","2,122"
"2018-05-09 00:00:00","referral:0","NOT platform:fb","4,669"
"2018-05-09 00:00:00","referral:1","platform:fb","11,878"
"2018-05-09 00:00:00","referral:1","NOT platform:fb","8,746"
"2018-05-10 00:00:00","referral:0","platform:fb","1,778"
"2018-05-10 00:00:00","referral:0","NOT platform:fb","4,292"
"2018-05-10 00:00:00","referral:1","platform:fb","9,386"
"2018-05-10 00:00:00","referral:1","NOT platform:fb","7,642"
"2018-05-11 00:00:00","referral:0","platform:fb","2,122"
"2018-05-11 00:00:00","referral:0","NOT platform:fb","4,678"
"2018-05-11 00:00:00","referral:1","platform:fb","11,541"
"2018-05-11 00:00:00","referral:1","NOT platform:fb","9,235"
"2018-05-12 00:00:00","referral:0","platform:fb","2,425"
"2018-05-12 00:00:00","referral:0","NOT platform:fb","5,190"
"2018-05-12 00:00:00","referral:1","platform:fb","12,527"
"2018-05-12 00:00:00","referral:1","NOT platform:fb","10,524"
"2018-05-13 00:00:00","referral:0","platform:fb","2,681"
"2018-05-13 00:00:00","referral:0","NOT platform:fb","5,219"
"2018-05-13 00:00:00","referral:1","platform:fb","10,809"
"2018-05-13 00:00:00","referral:1","NOT platform:fb","8,627"
"2018-05-14 00:00:00","referral:0","platform:fb","1,623"
"2018-05-14 00:00:00","referral:0","NOT platform:fb","3,857"
"2018-05-14 00:00:00","referral:1","platform:fb","6,767"
"2018-05-14 00:00:00","referral:1","NOT platform:fb","5,751"
"2018-05-15 00:00:00","referral:0","platform:fb","1,722"
"2018-05-15 00:00:00","referral:0","NOT platform:fb","4,270"
"2018-05-15 00:00:00","referral:1","platform:fb","10,101"
"2018-05-15 00:00:00","referral:1","NOT platform:fb","8,351"
"2018-05-16 00:00:00","referral:0","platform:fb",178
"2018-05-16 00:00:00","referral:0","NOT platform:fb",385
"2018-05-16 00:00:00","referral:1","platform:fb",904
"2018-05-16 00:00:00","referral:1","NOT platform:fb",723
