"created per day",filters,filters,Count
"2018-02-22 00:00:00","referral:0","first_app:topfacemobappandroid","4,913"
"2018-02-22 00:00:00","referral:0","first_app:topfacemobappios","2,413"
"2018-02-22 00:00:00","referral:1","first_app:topfacemobappandroid","8,954"
"2018-02-22 00:00:00","referral:1","first_app:topfacemobappios","8,122"
"2018-02-23 00:00:00","referral:0","first_app:topfacemobappandroid","5,031"
"2018-02-23 00:00:00","referral:0","first_app:topfacemobappios","2,296"
"2018-02-23 00:00:00","referral:1","first_app:topfacemobappandroid","9,216"
"2018-02-23 00:00:00","referral:1","first_app:topfacemobappios","6,929"
"2018-02-24 00:00:00","referral:0","first_app:topfacemobappandroid","5,640"
"2018-02-24 00:00:00","referral:0","first_app:topfacemobappios","2,339"
"2018-02-24 00:00:00","referral:1","first_app:topfacemobappandroid","9,858"
"2018-02-24 00:00:00","referral:1","first_app:topfacemobappios","4,883"
"2018-02-25 00:00:00","referral:0","first_app:topfacemobappandroid","5,350"
"2018-02-25 00:00:00","referral:0","first_app:topfacemobappios","2,356"
"2018-02-25 00:00:00","referral:1","first_app:topfacemobappandroid","8,744"
"2018-02-25 00:00:00","referral:1","first_app:topfacemobappios","4,831"
"2018-02-26 00:00:00","referral:0","first_app:topfacemobappandroid","4,970"
"2018-02-26 00:00:00","referral:0","first_app:topfacemobappios","2,223"
"2018-02-26 00:00:00","referral:1","first_app:topfacemobappandroid","8,756"
"2018-02-26 00:00:00","referral:1","first_app:topfacemobappios","4,398"
"2018-02-27 00:00:00","referral:0","first_app:topfacemobappandroid","4,948"
"2018-02-27 00:00:00","referral:0","first_app:topfacemobappios","1,877"
"2018-02-27 00:00:00","referral:1","first_app:topfacemobappandroid","9,307"
"2018-02-27 00:00:00","referral:1","first_app:topfacemobappios","2,852"
"2018-02-28 00:00:00","referral:0","first_app:topfacemobappandroid","5,111"
"2018-02-28 00:00:00","referral:0","first_app:topfacemobappios","1,878"
"2018-02-28 00:00:00","referral:1","first_app:topfacemobappandroid","11,409"
